contcod,country,region,year,inc_con,source,mysample,bin_year,group,pop,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
DEU,Germany,Mature economies,1998,I,wyd,1,1998,6,8.2047192,12795,13757,16740.3283515175,28916.541015625,82.047192
DEU,Germany,Mature economies,1998,I,wyd,1,1998,7,8.2047192,14751,13757,16740.3283515175,28916.541015625,82.047192
DEU,Germany,Mature economies,1998,I,wyd,1,1998,8,8.2047192,17250,13757,16740.3283515175,28916.541015625,82.047192
DEU,Germany,Mature economies,1998,I,wyd,1,1998,9,8.2047192,20773,13757,16740.3283515175,28916.541015625,82.047192
DEU,Germany,Mature economies,1998,I,wyd,1,1998,10,8.2047192,31690,13757,16740.3283515175,28916.541015625,82.047192
DEU,Germany,Mature economies,2005,I,wyd,1,2003,1,8.253417600000001,5370,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,2,8.253417600000001,8107,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,3,8.253417600000001,9798,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,4,8.253417600000001,11210,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,5,8.253417600000001,12716,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,6,8.253417600000001,14454,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,7,8.253417600000001,16713,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,8,8.253417600000001,19783,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,9,8.253417600000001,24161,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2005,I,wyd,1,2003,10,8.253417600000001,41090,16340,17669.60210896107,31114.53125,82.534176
DEU,Germany,Mature economies,2008,I,wyd,1,2008,1,8.2110097,5086,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,2,8.2110097,7784,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,3,8.2110097,9314,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,4,8.2110097,10788,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,5,8.2110097,12208,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,6,8.2110097,13758,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,7,8.2110097,15677,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,8,8.2110097,18149,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,9,8.2110097,22110,15288,18087.37508401677,33828.875,82.110097
DEU,Germany,Mature economies,2008,I,wyd,1,2008,10,8.2110097,38001,15288,18087.37508401677,33828.875,82.110097
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,1,.077964,272,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,2,.077964,405,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,3,.077964,528,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,4,.077964,651,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,5,.077964,781,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,6,.077964,926,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,7,.077964,1102,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,8,.077964,1342,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,9,.077964,1746,1122,922.7839486704027,1758.4140625,.77964
DJI,Djibouti,M. East & N. Africa,2002,C,povcal,1,2003,10,.077964,3468,1122,922.7839486704027,1758.4140625,.77964
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,1,.5129516,4024,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,2,.5129516,7252,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,3,.5129516,8559,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,4,.5129516,9656,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,5,.5129516,10751,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,6,.5129516,11967,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,7,.5129516,13387,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,8,.5129516,15205,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,9,.5129516,17907,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1987,I,wyd,1,1988,10,.5129516,27387,12610,12008.44431545474,25000.275390625,5.129516
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,1,.5188628,4119,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,2,.5188628,7425,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,3,.5188628,8699,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,4,.5188628,9709,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,5,.5188628,10735,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,6,.5188628,11863,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,7,.5188628,13132,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,8,.5188628,14884,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,9,.5188628,17341,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1992,I,wyd,1,1993,10,.5188628,25347,12325,12317.13409173971,26127.505859375,5.188628
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,1,.5304219,3245,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,2,.5304219,7086,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,3,.5304219,8575,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,4,.5304219,9680,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,5,.5304219,10706,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,6,.5304219,11835,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,7,.5304219,13248,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,8,.5304219,15138,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,9,.5304219,17978,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,1997,I,wyd,1,1998,10,.5304219,26359,12385,13644.27277473131,29481.607421875,5.304219
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,1,.5390574,5674,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,2,.5390574,8730,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,3,.5390574,10096,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,4,.5390574,11296,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,5,.5390574,12503,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,6,.5390574,13809,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,7,.5390574,15381,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,8,.5390574,17507,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,9,.5390574,20611,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2004,I,wyd,1,2003,10,.5390574,29650,14526,14620.07262879629,32490.3671875,5.390574
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,1,.5493621,5633,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,2,.5493621,8314,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,3,.5493621,9639,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,4,.5493621,10683,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,5,.5493621,11733,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,6,.5493621,12926,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,7,.5493621,14350,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,8,.5493621,16394,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,9,.5493621,19478,14047,15882.45963090646,34123.0234375,5.493621
DNK,Denmark,Mature economies,2008,I,wyd,1,2008,10,.5493621,31321,14047,15882.45963090646,34123.0234375,5.493621
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,1,.6907171,233,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,2,.6907171,428,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,3,.6907171,624,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,4,.6907171,823,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,5,.6907171,1037,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,6,.6907171,1285,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,7,.6907171,1591,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,8,.6907171,2014,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,9,.6907171,2741,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,10,.6907171,6091,1687,2411.365332275218,3750.344482421875,6.907171
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,1,.7631076,440,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,2,.7631076,738,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,3,.7631076,978,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,4,.7631076,1227,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,5,.7631076,1508,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,6,.7631076,1844,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,7,.7631076,2273,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,8,.7631076,2885,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,9,.7631076,3967,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1992,I,povcal,1,1993,10,.7631076,11462,2732,2880.234271073641,4110.20556640625,7.631076
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,1,.8324680000000001,434,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,2,.8324680000000001,881,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,3,.8324680000000001,1225,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,4,.8324680000000001,1583,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,5,.8324680000000001,1983,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,6,.8324680000000001,2421,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,7,.8324680000000001,2977,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,8,.8324680000000001,3834,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,9,.8324680000000001,5238,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,1997,I,povcal,1,1998,10,.8324680000000001,12537,3311,3400.485335664455,5029.60888671875,8.324680000000001
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,1,.8995398,376,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,2,.8995398,711,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,3,.8995398,971,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,4,.8995398,1254,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,5,.8995398,1503,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,6,.8995398,1888,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,7,.8995398,2392,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,8,.8995398,3088,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,9,.8995398,4331,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2003,I,povcal,1,2003,10,.8995398,11793,2831,3836.835985689571,5936.13330078125,8.995398
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,1,.9664948000000001,507,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,2,.9664948000000001,835,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,3,.9664948000000001,1104,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,4,.9664948000000001,1391,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,5,.9664948000000001,1719,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,6,.9664948000000001,2098,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,7,.9664948000000001,2620,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,8,.9664948000000001,3336,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,9,.9664948000000001,4643,2984,5598.258568178536,7727.96875,9.664948000000001
DOM,Dominican Republic,L. America & Carib.,2008,I,povcal,1,2008,10,.9664948000000001,11587,2984,5598.258568178536,7727.96875,9.664948000000001
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,1,2.4035236,387,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,2,2.4035236,602,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,3,2.4035236,746,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,4,2.4035236,886,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,5,2.4035236,1036,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,6,2.4035236,1205,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,7,2.4035236,1419,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,8,2.4035236,1708,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,9,2.4035236,2195,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,10,2.4035236,4941,1512,1913.795839408442,6212.7275390625,24.035236
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,1,2.7169904,414,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,2,2.7169904,591,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,3,2.7169904,752,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,4,2.7169904,912,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,5,2.7169904,1078,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,6,2.7169904,1261,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,7,2.7169904,1483,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,8,2.7169904,1779,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,9,2.7169904,2267,1441,1675.008737861058,5625.91064453125,27.169904
DZA,Algeria,M. East & N. Africa,1995,C,povcal,1,1993,10,2.7169904,3876,1441,1675.008737861058,5625.91064453125,27.169904
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,1,.9792658,235,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,2,.9792658,514,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,3,.9792658,783,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,4,.9792658,1060,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,5,.9792658,1352,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,6,.9792658,1688,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,7,.9792658,2101,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,8,.9792658,2674,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,9,.9792658,3651,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,10,.9792658,8778,2284,2970.747787344891,5172.47412109375,9.792657999999999
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,1,1.0953182,164,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,2,1.0953182,465,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,3,1.0953182,703,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,4,1.0953182,928,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,5,1.0953182,1186,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,6,1.0953182,1457,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,7,1.0953182,1813,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,8,1.0953182,2387,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,9,1.0953182,3352,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1994,I,povcal,1,1993,10,1.0953182,9385,2184,3002.291110145148,5574.90478515625,10.953182
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,1,1.1959586,147,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,2,1.1959586,455,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,3,1.1959586,687,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,4,1.1959586,1301,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,5,1.1959586,717,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,6,1.1959586,1491,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,7,1.1959586,1867,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,8,1.1959586,2137,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,9,1.1959586,3317,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,1998,I,povcal,1,1998,10,1.1959586,7683,1980,3155.313160840183,5766.40087890625,11.959586
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,1,1.2987992,217,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,2,1.2987992,525,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,3,1.2987992,764,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,4,1.2987992,1015,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,5,1.2987992,1249,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,6,1.2987992,1589,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,7,1.2987992,2037,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,8,1.2987992,2614,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,9,1.2987992,3915,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2003,I,povcal,1,2003,10,1.2987992,10712,2464,3359.625598783861,5848.515625,12.987992
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,1,1.405674,348,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,2,1.405674,794,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,3,1.405674,1075,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,4,1.405674,1448,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,5,1.405674,1677,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,6,1.405674,2135,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,7,1.405674,2684,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,8,1.405674,3460,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,9,1.405674,4923,3054,4014.424073860653,7127.98681640625,14.05674
ECU,Ecuador,L. America & Carib.,2008,I,povcal,1,2008,10,1.405674,11996,3054,4014.424073860653,7127.98681640625,14.05674
EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,1,5.443372,466,1211,1977.997203292738,3237.32275390625,54.43372
EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,2,5.443372,588,1211,1977.997203292738,3237.32275390625,54.43372
EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,3,5.443372,702,1211,1977.997203292738,3237.32275390625,54.43372
EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,4,5.443372,810,1211,1977.997203292738,3237.32275390625,54.43372
EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,5,5.443372,922,1211,1977.997203292738,3237.32275390625,54.43372
