id (store),year,month,week,usa,after,sales
33,2011,6,24,1,0,29271
33,2011,6,25,1,0,57781
33,2011,6,26,1,0,57320
33,2011,6,27,1,0,52109
33,2011,7,28,1,0,32990
33,2011,7,29,1,0,53768
33,2011,7,30,1,0,58612
33,2011,7,31,1,0,41627
33,2011,8,32,1,0,51694
33,2011,8,33,1,0,57463
33,2011,8,34,1,0,42893
33,2011,8,35,1,0,30996
33,2011,8,36,1,0,24810
33,2011,9,37,1,0,78260
33,2011,9,38,1,0,38904
33,2011,9,39,1,0,81762
33,2011,9,40,1,0,51334
33,2011,10,41,1,0,52314
33,2011,10,42,1,0,90421
33,2011,10,43,1,1,37330
33,2011,10,44,1,1,64877
33,2011,10,45,1,1,45841
33,2011,11,46,1,1,48967
33,2011,11,47,1,1,58534
33,2011,11,48,1,1,54526
33,2011,11,49,1,1,33965
33,2011,12,50,1,1,69095
33,2011,12,51,1,1,47729
33,2011,12,52,1,1,69755
33,2011,12,53,1,1,64058
33,2012,1,1,1,1,21795
33,2012,1,2,1,1,43449
33,2012,1,3,1,1,36818
33,2012,1,4,1,1,34924
33,2012,1,5,1,1,39084
33,2012,1,6,1,1,49522
33,2012,2,7,1,1,28600
33,2012,2,8,1,1,27304
33,2012,2,9,1,1,34936
33,2012,2,10,1,1,52013
33,2012,3,11,1,1,43550
33,2012,3,12,1,1,36582
33,2012,3,13,1,1,32318
33,2012,3,14,1,1,59143
33,2012,4,15,1,1,35246
33,2012,4,16,1,1,48091
35,2011,4,16,1,0,114215
35,2011,4,17,1,0,62249
35,2011,4,18,1,0,67448
35,2011,5,19,1,0,131852
35,2011,5,20,1,0,97493
35,2011,5,21,1,0,142961
35,2011,5,22,1,0,85176
35,2011,5,23,1,0,122044
35,2011,6,24,1,0,107271
35,2011,6,25,1,0,188485
35,2011,6,26,1,0,101893
35,2011,6,27,1,0,123931
35,2011,7,28,1,0,79288
35,2011,7,29,1,0,111460
35,2011,7,30,1,0,211770
35,2011,7,31,1,0,114893
35,2011,8,32,1,0,115808
35,2011,8,33,1,0,104678
35,2011,8,34,1,0,102082
35,2011,8,35,1,0,63145
35,2011,8,36,1,0,80588
35,2011,9,37,1,0,139365
35,2011,9,38,1,0,116332
35,2011,9,39,1,0,120241
35,2011,9,40,1,0,137989
35,2011,10,41,1,0,135072
35,2011,10,42,1,0,165972
35,2011,10,43,1,1,86266
35,2011,10,44,1,1,94071
35,2011,10,45,1,1,74330
35,2011,11,46,1,1,139219
35,2011,11,47,1,1,124786
35,2011,11,48,1,1,203006
35,2011,11,49,1,1,162904
35,2011,12,50,1,1,103706
35,2011,12,51,1,1,180788
35,2011,12,52,1,1,134671
35,2011,12,53,1,1,93495
35,2012,1,1,1,1,48662
35,2012,1,2,1,1,94143
35,2012,1,3,1,1,81697
35,2012,1,4,1,1,97169
35,2012,1,5,1,1,48012
35,2012,1,6,1,1,69116
35,2012,2,7,1,1,62837
35,2012,2,8,1,1,78473
35,2012,2,9,1,1,90874
35,2012,2,10,1,1,78138
35,2012,3,11,1,1,79580
35,2012,3,12,1,1,69698
35,2012,3,13,1,1,75561
35,2012,3,14,1,1,112828
35,2012,4,15,1,1,141078
35,2012,4,16,1,1,105601
37,2011,4,16,0,0,21940
37,2011,4,17,0,0,36237
37,2011,4,18,0,0,40952
37,2011,5,19,0,0,24646
37,2011,5,20,0,0,38962
37,2011,5,21,0,0,46173
37,2011,5,22,0,0,37105
37,2011,5,23,0,0,42747
37,2011,6,24,0,0,44280
37,2011,6,25,0,0,32606
37,2011,6,26,0,0,47342
37,2011,6,27,0,0,39471
37,2011,7,28,0,0,51798
37,2011,7,29,0,0,42782
37,2011,7,30,0,0,41621
37,2011,7,31,0,0,35029
37,2011,8,32,0,0,41839
37,2011,8,33,0,0,46839
37,2011,8,34,0,0,36734
37,2011,8,35,0,0,34275
37,2011,8,36,0,0,28528
37,2011,9,37,0,0,51252
37,2011,9,38,0,0,47869
37,2011,9,39,0,0,29952
37,2011,9,40,0,0,45731
37,2011,10,41,0,0,30465
37,2011,10,42,0,0,80538
37,2011,10,43,0,1,25793
37,2011,10,44,0,1,38367
37,2011,10,45,0,1,39717
37,2011,11,46,0,1,57768
37,2011,11,47,0,1,44582
37,2011,11,48,0,1,40122
37,2011,11,49,0,1,33741
37,2011,12,50,0,1,65499
37,2011,12,51,0,1,39250
37,2011,12,52,0,1,28981
37,2011,12,53,0,1,30237
37,2012,1,1,0,1,14173
37,2012,1,2,0,1,38756
37,2012,1,3,0,1,32906
37,2012,1,4,0,1,26545
37,2012,1,5,0,1,36021
37,2012,1,6,0,1,29922
37,2012,2,7,0,1,24981
37,2012,2,8,0,1,21251
37,2012,2,9,0,1,29735
37,2012,2,10,0,1,23551
37,2012,3,11,0,1,29209
37,2012,3,12,0,1,25207
37,2012,3,13,0,1,23544
37,2012,3,14,0,1,48598
37,2012,4,15,0,1,21952
37,2012,4,16,0,1,26963
39,2011,4,16,0,0,50335
39,2011,4,17,0,0,34162
39,2011,4,18,0,0,39750
39,2011,5,19,0,0,42632
39,2011,5,20,0,0,55181
39,2011,5,21,0,0,40327
39,2011,5,22,0,0,77665
39,2011,5,23,0,0,45578
39,2011,6,24,0,0,37231
39,2011,6,25,0,0,60649
39,2011,6,26,0,0,40216
39,2011,6,27,0,0,37538
39,2011,7,28,0,0,50089
39,2011,7,29,0,0,37829
39,2011,7,30,0,0,43856
39,2011,7,31,0,0,26206
39,2011,8,32,0,0,40431
39,2011,8,33,0,0,43600
39,2011,8,34,0,0,42017
39,2011,8,35,0,0,40496
39,2011,8,36,0,0,40557
39,2011,9,37,0,0,59952
39,2011,9,38,0,0,60412
39,2011,9,39,0,0,49838
39,2011,9,40,0,0,63882
39,2011,10,41,0,0,40296
39,2011,10,42,0,0,111913
39,2011,10,43,0,1,32599
39,2011,10,44,0,1,33321
39,2011,10,45,0,1,51113
39,2011,11,46,0,1,53547
39,2011,11,47,0,1,42009
39,2011,11,48,0,1,74647
39,2011,11,49,0,1,42977
39,2011,12,50,0,1,56003
39,2011,12,51,0,1,67461
39,2011,12,52,0,1,48120
39,2011,12,53,0,1,47549
39,2012,1,1,0,1,26349
39,2012,1,2,0,1,43882
39,2012,1,3,0,1,31373
39,2012,1,4,0,1,17659
39,2012,1,5,0,1,24791
39,2012,1,6,0,1,26620
39,2012,2,7,0,1,25330
39,2012,2,8,0,1,50298
39,2012,2,9,0,1,38205
39,2012,2,10,0,1,32064
39,2012,3,11,0,1,48893
39,2012,3,12,0,1,43936
39,2012,3,13,0,1,24275
39,2012,3,14,0,1,45090
39,2012,4,15,0,1,31310
39,2012,4,16,0,1,30400
41,2011,4,16,1,0,22638
41,2011,4,17,1,0,27299
41,2011,4,18,1,0,26157
41,2011,5,19,1,0,23542
41,2011,5,20,1,0,34387
41,2011,5,21,1,0,18417
41,2011,5,22,1,0,29423
41,2011,5,23,1,0,26151
41,2011,6,24,1,0,30655
41,2011,6,25,1,0,31406
41,2011,6,26,1,0,30691
41,2011,6,27,1,0,25879
41,2011,7,28,1,0,31527
41,2011,7,29,1,0,17495
41,2011,7,30,1,0,14700
41,2011,7,31,1,0,20953
41,2011,8,32,1,0,14953
41,2011,8,33,1,0,24916
41,2011,8,34,1,0,10621
41,2011,8,35,1,0,14332
41,2011,8,36,1,0,24455
41,2011,9,37,1,0,28156
41,2011,9,38,1,0,24769
41,2011,9,39,1,0,29402
41,2011,9,40,1,0,33559
41,2011,10,41,1,0,32611
41,2011,10,42,1,0,32740
41,2011,10,43,1,1,17415
41,2011,10,44,1,1,22864
41,2011,10,45,1,1,19375
41,2011,11,46,1,1,21365
41,2011,11,47,1,1,21042
41,2011,11,48,1,1,36509
41,2011,11,49,1,1,42564
41,2011,12,50,1,1,28771
41,2011,12,51,1,1,28183
41,2011,12,52,1,1,26217
41,2011,12,53,1,1,32590
41,2012,1,1,1,1,9491
41,2012,1,2,1,1,22053
41,2012,1,3,1,1,20328
41,2012,1,4,1,1,8234
41,2012,1,5,1,1,18715
41,2012,1,6,1,1,16495
41,2012,2,7,1,1,14183
41,2012,2,8,1,1,20695
41,2012,2,9,1,1,21536
41,2012,2,10,1,1,20031
41,2012,3,11,1,1,20761
41,2012,3,12,1,1,19694
41,2012,3,13,1,1,19323
41,2012,3,14,1,1,23325
41,2012,4,15,1,1,12936
41,2012,4,16,1,1,21028
43,2011,4,16,1,0,72706
43,2011,4,17,1,0,51454
43,2011,4,18,1,0,92627
43,2011,5,19,1,0,82455
43,2011,5,20,1,0,82787
43,2011,5,21,1,0,84560
43,2011,5,22,1,0,79665
43,2011,5,23,1,0,60487
43,2011,6,24,1,0,110278
43,2011,6,25,1,0,82003
43,2011,6,26,1,0,100843
43,2011,6,27,1,0,82769
43,2011,7,28,1,0,77997
43,2011,7,29,1,0,67931
43,2011,7,30,1,0,75061
43,2011,7,31,1,0,73088
43,2011,8,32,1,0,65505
43,2011,8,33,1,0,90206
43,2011,8,34,1,0,60046
43,2011,8,35,1,0,33037
43,2011,8,36,1,0,52807
43,2011,9,37,1,0,146402
43,2011,9,38,1,0,69299
43,2011,9,39,1,0,65089
43,2011,9,40,1,0,75452
43,2011,10,41,1,0,112616
43,2011,10,42,1,0,107327
43,2011,10,43,1,1,62179
43,2011,10,44,1,1,89272
43,2011,10,45,1,1,62746
43,2011,11,46,1,1,114194
43,2011,11,47,1,1,100399
43,2011,11,48,1,1,126672
43,2011,11,49,1,1,111711
43,2011,12,50,1,1,69616
43,2011,12,51,1,1,85144
43,2011,12,52,1,1,144311
43,2011,12,53,1,1,96790
43,2012,1,1,1,1,27150
43,2012,1,2,1,1,59792
43,2012,1,3,1,1,102574
43,2012,1,4,1,1,71722
43,2012,1,5,1,1,53643
43,2012,1,6,1,1,72984
43,2012,2,7,1,1,41617
43,2012,2,8,1,1,60078
43,2012,2,9,1,1,62916
43,2012,2,10,1,1,71324
43,2012,3,11,1,1,35334
43,2012,3,12,1,1,73917
43,2012,3,13,1,1,83700
43,2012,3,14,1,1,124339
43,2012,4,15,1,1,66252
43,2012,4,16,1,1,66165
45,2011,4,16,1,0,46958
45,2011,4,17,1,0,36553
45,2011,4,18,1,0,93798
45,2011,5,19,1,0,58104
45,2011,5,20,1,0,78116
45,2011,5,21,1,0,71777
45,2011,5,22,1,0,47359
45,2011,5,23,1,0,59624
45,2011,6,24,1,0,60173
45,2011,6,25,1,0,46437
45,2011,6,26,1,0,63771
45,2011,6,27,1,0,89568
45,2011,7,28,1,0,51543
45,2011,7,29,1,0,51019
45,2011,7,30,1,0,63554
45,2011,7,31,1,0,49924
45,2011,8,32,1,0,33107
45,2011,8,33,1,0,43940
45,2011,8,34,1,0,43846
45,2011,8,35,1,0,45384
45,2011,8,36,1,0,42155
45,2011,9,37,1,0,72843
45,2011,9,38,1,0,56573
45,2011,9,39,1,0,47573
45,2011,9,40,1,0,64109
45,2011,10,41,1,0,98133
45,2011,10,42,1,0,110330
45,2011,10,43,1,1,59089
45,2011,10,44,1,1,52342
45,2011,10,45,1,1,45669
45,2011,11,46,1,1,76027
45,2011,11,47,1,1,63123
45,2011,11,48,1,1,82598
45,2011,11,49,1,1,57233
45,2011,12,50,1,1,58797
45,2011,12,51,1,1,99612
45,2011,12,52,1,1,76026
45,2011,12,53,1,1,72735
45,2012,1,1,1,1,19979
45,2012,1,2,1,1,59187
45,2012,1,3,1,1,46812
45,2012,1,4,1,1,45457
45,2012,1,5,1,1,46793
45,2012,1,6,1,1,55693
45,2012,2,7,1,1,37400
45,2012,2,8,1,1,32941
45,2012,2,9,1,1,39807
45,2012,2,10,1,1,47118
45,2012,3,11,1,1,56796
45,2012,3,12,1,1,57650
45,2012,3,13,1,1,45564
45,2012,3,14,1,1,72454
45,2012,4,15,1,1,37565
45,2012,4,16,1,1,46566
47,2011,4,16,0,0,48376
47,2011,4,17,0,0,25882
47,2011,4,18,0,0,43470
47,2011,5,19,0,0,35860
47,2011,5,20,0,0,26792
47,2011,5,21,0,0,40193
47,2011,5,22,0,0,30990
47,2011,5,23,0,0,39770
47,2011,6,24,0,0,27176
47,2011,6,25,0,0,37458
47,2011,6,26,0,0,39910
47,2011,6,27,0,0,42844
47,2011,7,28,0,0,37091
47,2011,7,29,0,0,28803
47,2011,7,30,0,0,39413
47,2011,7,31,0,0,34544
47,2011,8,32,0,0,24514
47,2011,8,33,0,0,39225
47,2011,8,34,0,0,25350
47,2011,8,35,0,0,17213
47,2011,8,36,0,0,39090
47,2011,9,37,0,0,61929
47,2011,9,38,0,0,31811
47,2011,9,39,0,0,40294
47,2011,9,40,0,0,41964
47,2011,10,41,0,0,46230
47,2011,10,42,0,0,76203
47,2011,10,43,0,1,39459
47,2011,10,44,0,1,31462
47,2011,10,45,0,1,39685
47,2011,11,46,0,1,51577
47,2011,11,47,0,1,41266
47,2011,11,48,0,1,42935
47,2011,11,49,0,1,42073
47,2011,12,50,0,1,45705
47,2011,12,51,0,1,39585
47,2011,12,52,0,1,54217
47,2011,12,53,0,1,38077
47,2012,1,1,0,1,17609
47,2012,1,2,0,1,29799
47,2012,1,3,0,1,25349
47,2012,1,4,0,1,28386
47,2012,1,5,0,1,34198
47,2012,1,6,0,1,32940
47,2012,2,7,0,1,34363
47,2012,2,8,0,1,37442
47,2012,2,9,0,1,26815
47,2012,2,10,0,1,27263
47,2012,3,11,0,1,27691
47,2012,3,12,0,1,32227
47,2012,3,13,0,1,29118
47,2012,3,14,0,1,47896
47,2012,4,15,0,1,28020
47,2012,4,16,0,1,33464
48,2011,4,16,1,0,60817
48,2011,4,17,1,0,73663
48,2011,4,18,1,0,78952
48,2011,5,19,1,0,75677
48,2011,5,20,1,0,69278
48,2011,5,21,1,0,87222
48,2011,5,22,1,0,104245
48,2011,5,23,1,0,61484
48,2011,6,24,1,0,87913
48,2011,6,25,1,0,68704
48,2011,6,26,1,0,38554
48,2011,6,27,1,0,75343
48,2011,7,28,1,0,71117
48,2011,7,29,1,0,77894
48,2011,7,30,1,0,54313
48,2011,7,31,1,0,47852
48,2011,8,32,1,0,68344
48,2011,8,33,1,0,68227
48,2011,8,34,1,0,45000
48,2011,8,35,1,0,40480
48,2011,8,36,1,0,51640
48,2011,9,37,1,0,101814
48,2011,9,38,1,0,56893
48,2011,9,39,1,0,52201
48,2011,9,40,1,0,123139
48,2011,10,41,1,0,72357
48,2011,10,42,1,0,161792
48,2011,10,43,1,1,57996
48,2011,10,44,1,1,51110
48,2011,10,45,1,1,80250
48,2011,11,46,1,1,56114
48,2011,11,47,1,1,61048
48,2011,11,48,1,1,111545
48,2011,11,49,1,1,80263
48,2011,12,50,1,1,92668
48,2011,12,51,1,1,93321
48,2011,12,52,1,1,103324
48,2011,12,53,1,1,91340
48,2012,1,1,1,1,36527
48,2012,1,2,1,1,45740
48,2012,1,3,1,1,44392
48,2012,1,4,1,1,48217
48,2012,1,5,1,1,46340
48,2012,1,6,1,1,45666
48,2012,2,7,1,1,47503
48,2012,2,8,1,1,60766
48,2012,2,9,1,1,38631
48,2012,2,10,1,1,47272
48,2012,3,11,1,1,53975
48,2012,3,12,1,1,37224
48,2012,3,13,1,1,54888
48,2012,3,14,1,1,64166
48,2012,4,15,1,1,66862
48,2012,4,16,1,1,43399
49,2011,4,16,1,0,37661
49,2011,4,17,1,0,25364
49,2011,4,18,1,0,54204
49,2011,5,19,1,0,63299
49,2011,5,20,1,0,61853
49,2011,5,21,1,0,55329
49,2011,5,22,1,0,42045
49,2011,5,23,1,0,39171
49,2011,6,24,1,0,76517
49,2011,6,25,1,0,48270
49,2011,6,26,1,0,34478
49,2011,6,27,1,0,53245
49,2011,7,28,1,0,40931
49,2011,7,29,1,0,59491
49,2011,7,30,1,0,40821
49,2011,7,31,1,0,38648
49,2011,8,32,1,0,29096
49,2011,8,33,1,0,50159
49,2011,8,34,1,0,30554
49,2011,8,35,1,0,40259
49,2011,8,36,1,0,64831
49,2011,9,37,1,0,65884
49,2011,9,38,1,0,35585
49,2011,9,39,1,0,45361
49,2011,9,40,1,0,43972
49,2011,10,41,1,0,62368
49,2011,10,42,1,0,98837
49,2011,10,43,1,1,36586
49,2011,10,44,1,1,47086
49,2011,10,45,1,1,57138
49,2011,11,46,1,1,56342
49,2011,11,47,1,1,77320
49,2011,11,48,1,1,51766
49,2011,11,49,1,1,72939
49,2011,12,50,1,1,48342
49,2011,12,51,1,1,55843
49,2011,12,52,1,1,68187
49,2011,12,53,1,1,38016
49,2012,1,1,1,1,26715
49,2012,1,2,1,1,24457
49,2012,1,3,1,1,42409
49,2012,1,4,1,1,39557
49,2012,1,5,1,1,42232
49,2012,1,6,1,1,40715
49,2012,2,7,1,1,49065
49,2012,2,8,1,1,27868
49,2012,2,9,1,1,30063
49,2012,2,10,1,1,35698
49,2012,3,11,1,1,46957
49,2012,3,12,1,1,27992
49,2012,3,13,1,1,53632
49,2012,3,14,1,1,43468
49,2012,4,15,1,1,31973
49,2012,4,16,1,1,43122
52,2011,4,16,1,0,138722
52,2011,4,17,1,0,113616
52,2011,4,18,1,0,233335
52,2011,5,19,1,0,113520
52,2011,5,20,1,0,152043
52,2011,5,21,1,0,125158
52,2011,5,22,1,0,155175
52,2011,5,23,1,0,138517
52,2011,6,24,1,0,149322
52,2011,6,25,1,0,118674
52,2011,6,26,1,0,160476
52,2011,6,27,1,0,166546
52,2011,7,28,1,0,118549
52,2011,7,29,1,0,108839
52,2011,7,30,1,0,134342
52,2011,7,31,1,0,132237
52,2011,8,32,1,0,114342
52,2011,8,33,1,0,146355
52,2011,8,34,1,0,86261
52,2011,8,35,1,0,67771
52,2011,8,36,1,0,126551
52,2011,9,37,1,0,286827
52,2011,9,38,1,0,124266
52,2011,9,39,1,0,140236
52,2011,9,40,1,0,139624
52,2011,10,41,1,0,91797
52,2011,10,42,1,0,238628
52,2011,10,43,1,1,99497
52,2011,10,44,1,1,183404
52,2011,10,45,1,1,108972
52,2011,11,46,1,1,186180
52,2011,11,47,1,1,128317
52,2011,11,48,1,1,209197
52,2011,11,49,1,1,136077
52,2011,12,50,1,1,168086
52,2011,12,51,1,1,170779
52,2011,12,52,1,1,184505
52,2011,12,53,1,1,136457
52,2012,1,1,1,1,40098
52,2012,1,2,1,1,133901
52,2012,1,3,1,1,137127
52,2012,1,4,1,1,64142
52,2012,1,5,1,1,73676
52,2012,1,6,1,1,85781
52,2012,2,7,1,1,91285
52,2012,2,8,1,1,70826
52,2012,2,9,1,1,121943
52,2012,2,10,1,1,115721
52,2012,3,11,1,1,153115
52,2012,3,12,1,1,94223
52,2012,3,13,1,1,140266
52,2012,3,14,1,1,164757
52,2012,4,15,1,1,121240
52,2012,4,16,1,1,149368
54,2011,4,16,0,0,45482
54,2011,4,17,0,0,50037
54,2011,4,18,0,0,80204
54,2011,5,19,0,0,59666
54,2011,5,20,0,0,70520
54,2011,5,21,0,0,70416
54,2011,5,22,0,0,66126
54,2011,5,23,0,0,58693
54,2011,6,24,0,0,55134
54,2011,6,25,0,0,58277
54,2011,6,26,0,0,42561
54,2011,6,27,0,0,84786
54,2011,7,28,0,0,56448
54,2011,7,29,0,0,61311
54,2011,7,30,0,0,59014
54,2011,7,31,0,0,57353
54,2011,8,32,0,0,38613
54,2011,8,33,0,0,60784
54,2011,8,34,0,0,43105
54,2011,8,35,0,0,51884
54,2011,8,36,0,0,62317
54,2011,9,37,0,0,118765
54,2011,9,38,0,0,67965
54,2011,9,39,0,0,78743
54,2011,9,40,0,0,87865
54,2011,10,41,0,0,82690
54,2011,10,42,0,0,87970
54,2011,10,43,0,1,37896
54,2011,10,44,0,1,38654
54,2011,10,45,0,1,43208
54,2011,11,46,0,1,51043
54,2011,11,47,0,1,84817
54,2011,11,48,0,1,62808
54,2011,11,49,0,1,57103
54,2011,12,50,0,1,77000
54,2011,12,51,0,1,68919
54,2011,12,52,0,1,66644
54,2011,12,53,0,1,57210
54,2012,1,1,0,1,32419
54,2012,1,2,0,1,37190
54,2012,1,3,0,1,39186
54,2012,1,4,0,1,39180
54,2012,1,5,0,1,51192
54,2012,1,6,0,1,40748
54,2012,2,7,0,1,39198
54,2012,2,8,0,1,32071
54,2012,2,9,0,1,45525
54,2012,2,10,0,1,55374
54,2012,3,11,0,1,37016
54,2012,3,12,0,1,32998
54,2012,3,13,0,1,53339
54,2012,3,14,0,1,52988
54,2012,4,15,0,1,21306
54,2012,4,16,0,1,42432
56,2011,4,16,1,0,13435
56,2011,4,17,1,0,15614
56,2011,4,18,1,0,12616
56,2011,5,19,1,0,14226
56,2011,5,20,1,0,11762
56,2011,5,21,1,0,17843
56,2011,5,22,1,0,14681
56,2011,5,23,1,0,17945
56,2011,6,24,1,0,16953
56,2011,6,25,1,0,20483
56,2011,6,26,1,0,15229
56,2011,6,27,1,0,18719
56,2011,7,28,1,0,8243
56,2011,7,29,1,0,11806
56,2011,7,30,1,0,8485
56,2011,7,31,1,0,10780
56,2011,8,32,1,0,12320
56,2011,8,33,1,0,16007
56,2011,8,34,1,0,14923
56,2011,8,35,1,0,9259
56,2011,8,36,1,0,11189
56,2011,9,37,1,0,29193
56,2011,9,38,1,0,15238
56,2011,9,39,1,0,16860
56,2011,9,40,1,0,18113
56,2011,10,41,1,0,13899
56,2011,10,42,1,0,29372
56,2011,10,43,1,1,11891
56,2011,10,44,1,1,10812
56,2011,10,45,1,1,11258
56,2011,11,46,1,1,16179
56,2011,11,47,1,1,15209
56,2011,11,48,1,1,18244
56,2011,11,49,1,1,12847
56,2011,12,50,1,1,16508
56,2011,12,51,1,1,14680
56,2011,12,52,1,1,13815
56,2011,12,53,1,1,12585
56,2012,1,1,1,1,5448
56,2012,1,2,1,1,8531
56,2012,1,3,1,1,9190
56,2012,1,4,1,1,6023
56,2012,1,5,1,1,8715
56,2012,1,6,1,1,7963
56,2012,2,7,1,1,11562
56,2012,2,8,1,1,15540
56,2012,2,9,1,1,7914
56,2012,2,10,1,1,12298
56,2012,3,11,1,1,8733
56,2012,3,12,1,1,9838
56,2012,3,13,1,1,10324
56,2012,3,14,1,1,15880
56,2012,4,15,1,1,9844
56,2012,4,16,1,1,15400
58,2011,4,16,1,0,77147
58,2011,4,17,1,0,74487
58,2011,4,18,1,0,103083
58,2011,5,19,1,0,93924
58,2011,5,20,1,0,117947
58,2011,5,21,1,0,120438
58,2011,5,22,1,0,116932
58,2011,5,23,1,0,83293
58,2011,6,24,1,0,100326
58,2011,6,25,1,0,114898
58,2011,6,26,1,0,112391
58,2011,6,27,1,0,156236
58,2011,7,28,1,0,92741
58,2011,7,29,1,0,77007
58,2011,7,30,1,0,60843
58,2011,7,31,1,0,65138
58,2011,8,32,1,0,122858
58,2011,8,33,1,0,113853
58,2011,8,34,1,0,108871
58,2011,8,35,1,0,32931
58,2011,8,36,1,0,80441
58,2011,9,37,1,0,133571
58,2011,9,38,1,0,114686
58,2011,9,39,1,0,139023
58,2011,9,40,1,0,94123
58,2011,10,41,1,0,72344
58,2011,10,42,1,0,184926
58,2011,10,43,1,1,81201
58,2011,10,44,1,1,59457
58,2011,10,45,1,1,102468
58,2011,11,46,1,1,109435
58,2011,11,47,1,1,126054
58,2011,11,48,1,1,140150
58,2011,11,49,1,1,139829
58,2011,12,50,1,1,109626
58,2011,12,51,1,1,119362
58,2011,12,52,1,1,89001
58,2011,12,53,1,1,64200
58,2012,1,1,1,1,43227
58,2012,1,2,1,1,68661
58,2012,1,3,1,1,80697
58,2012,1,4,1,1,77837
58,2012,1,5,1,1,94352
58,2012,1,6,1,1,52141
58,2012,2,7,1,1,60926
58,2012,2,8,1,1,121314
58,2012,2,9,1,1,53129
58,2012,2,10,1,1,98398
58,2012,3,11,1,1,88088
58,2012,3,12,1,1,81354
58,2012,3,13,1,1,81109
58,2012,3,14,1,1,111695
58,2012,4,15,1,1,65709
58,2012,4,16,1,1,96051
60,2011,4,16,1,0,5047
60,2011,4,17,1,0,6208
60,2011,4,18,1,0,5814
60,2011,5,19,1,0,6510
60,2011,5,20,1,0,5866
60,2011,5,21,1,0,4799
60,2011,5,22,1,0,3757
60,2011,5,23,1,0,7154
60,2011,6,24,1,0,4735
60,2011,6,25,1,0,5313
60,2011,6,26,1,0,6200
60,2011,6,27,1,0,6489
60,2011,7,28,1,0,6072
60,2011,7,29,1,0,8901
60,2011,7,30,1,0,3872
60,2011,7,31,1,0,4246
60,2011,8,32,1,0,4029
60,2011,8,33,1,0,4527
60,2011,8,34,1,0,4804
60,2011,8,35,1,0,5328
60,2011,8,36,1,0,3391
60,2011,9,37,1,0,7420
60,2011,9,38,1,0,5980
60,2011,9,39,1,0,5033
60,2011,9,40,1,0,5780
60,2011,10,41,1,0,6273
60,2011,10,42,1,0,7427
60,2011,10,43,1,1,6865
60,2011,10,44,1,1,3402
60,2011,10,45,1,1,3805
60,2011,11,46,1,1,7033
60,2011,11,47,1,1,5152
60,2011,11,48,1,1,5429
60,2011,11,49,1,1,5885
60,2011,12,50,1,1,6823
60,2011,12,51,1,1,5479
60,2011,12,52,1,1,5546
60,2011,12,53,1,1,6676
60,2012,1,1,1,1,3308
60,2012,1,2,1,1,3215
60,2012,1,3,1,1,4190
60,2012,1,4,1,1,3984
60,2012,1,5,1,1,4435
60,2012,1,6,1,1,4475
60,2012,2,7,1,1,4426
60,2012,2,8,1,1,5048
60,2012,2,9,1,1,4170
60,2012,2,10,1,1,4612
60,2012,3,11,1,1,4103
60,2012,3,12,1,1,2915
60,2012,3,13,1,1,5069
60,2012,3,14,1,1,6263
60,2012,4,15,1,1,6728
60,2012,4,16,1,1,4820
62,2011,4,16,0,0,59588
62,2011,4,17,0,0,52424
62,2011,4,18,0,0,72994
62,2011,5,19,0,0,67350
62,2011,5,20,0,0,80066
62,2011,5,21,0,0,78983
62,2011,5,22,0,0,42781
62,2011,5,23,0,0,75833
62,2011,6,24,0,0,92445
62,2011,6,25,0,0,64433
62,2011,6,26,0,0,84921
62,2011,6,27,0,0,66476
62,2011,7,28,0,0,46330
62,2011,7,29,0,0,41480
62,2011,7,30,0,0,41233
62,2011,7,31,0,0,51169
62,2011,8,32,0,0,60319
62,2011,8,33,0,0,85328
62,2011,8,34,0,0,52083
62,2011,8,35,0,0,44814
62,2011,8,36,0,0,50902
62,2011,9,37,0,0,80705
62,2011,9,38,0,0,47958
62,2011,9,39,0,0,74887
62,2011,9,40,0,0,51112
62,2011,10,41,0,0,64560
62,2011,10,42,0,0,119454
62,2011,10,43,0,1,56370
62,2011,10,44,0,1,61678
62,2011,10,45,0,1,58471
62,2011,11,46,0,1,74430
62,2011,11,47,0,1,80922
62,2011,11,48,0,1,74354
62,2011,11,49,0,1,60031
62,2011,12,50,0,1,55977
62,2011,12,51,0,1,86024
62,2011,12,52,0,1,93161
62,2011,12,53,0,1,82204
62,2012,1,1,0,1,43246
62,2012,1,2,0,1,44757
62,2012,1,3,0,1,36705
62,2012,1,4,0,1,55002
62,2012,1,5,0,1,47688
62,2012,1,6,0,1,38218
62,2012,2,7,0,1,50799
62,2012,2,8,0,1,53027
62,2012,2,9,0,1,47323
62,2012,2,10,0,1,41366
62,2012,3,11,0,1,44919
62,2012,3,12,0,1,40524
62,2012,3,13,0,1,42445
62,2012,3,14,0,1,122323
62,2012,4,15,0,1,19074
62,2012,4,16,0,1,73831
64,2011,4,16,1,0,77453
64,2011,4,17,1,0,57730
64,2011,4,18,1,0,101374
64,2011,5,19,1,0,104740
64,2011,5,20,1,0,140127
64,2011,5,21,1,0,98259
64,2011,5,22,1,0,90238
64,2011,5,23,1,0,107542
64,2011,6,24,1,0,104051
64,2011,6,25,1,0,124575
64,2011,6,26,1,0,108542
64,2011,6,27,1,0,72656
64,2011,7,28,1,0,99996
64,2011,7,29,1,0,78305
64,2011,7,30,1,0,87365
64,2011,7,31,1,0,60751
64,2011,8,32,1,0,92027
